,0
1333,"Ocean Spray Craisins Dried Cranberries, Sweetened, Original
6 ounce
1B"
1334,"Banza Rice, Made from Chickpeas
8 ounce
16B"
1335,"Snack Pack Juicy Gels, Orange/Strawberry
13 ounce
12B"
1336,"Kinnikinnick Cookies, Chocolate Chip, Montana
8 ounce
5B"
1337,"Banza Rice, Tricolor
8 ounce
16B"
1338,"M&M'S Milk Chocolate Candy Sharing Size
10.7 ounce
13B"
1339,"Jell-O Cook & Serve Chocolate Pudding & Pie Filling
3.4 ounce
12B"
1340,"Wegmans Organic Instant Oatmeal, Maple & Brown Sugar
11.28 ounce
13B"
1341,"Flora Vinegar, Organic, Red Wine
34 fl. oz.
14B"
1342,"Wegmans Organic Oatmeal, Instant, Cinnamon & Spice
11.29 ounce
13B"
1343,"Dr McDougalls Soup, Vegan, Black Bean & Lime
3.4 ounce
14B"
1344,"Wegmans Organic Oatmeal, Instant, Apple Cinnamon
11.28 ounce
13B"
1345,"Wegmans Organic Oatmeal, Instant, Just Oats
7.9 ounce
13B"
1346,"Ocean Spray Cranberry Sauce, Whole Berry
14 ounce
1B"
1347,"Chocolove Dark Chocolate, Almonds & Sea Salt
3.2 ounce
13B"
1348,"QUAKER Life Cereal, Original
18 ounce
13B"
1349,"Seeds Of Change Jasmine Rice, Aromatic, Organic
8.5 ounce
16B"
1350,"Wegmans Rigatoni
16 ounce
16B"
1351,"Angie's Popcorn, White Cheddar
4.5 ounce
4B"
1352,"Manning's Hominy, White
20 ounce
15B"
1353,"Nabisco Cookies, Sandwich, Original, Fudge Dipped, Thin Bites
6 ounce
12A"
1354,"Smashmallow Marshmallows, Raspberry, Dark Chocolate Dipped
4.5 ounce
13B"
1355,"Smash Mallow Marshmallows, Snackable, Dark Chocolate Dipped, Cold Brew
4.5 ounce
13B"
1356,"HOUSE AUTRY Breading Mix, Seasoned, Seafood
8 ounce
16B"
1357,"HOUSE AUTRY Breading Mix, Seasoned, Chicken
8 ounce
16B"
1358,"Bush's Best Baked Beans, Original
16 ounce
16B"
1359,"Wegmans Italian Classics Organic Grandpa's Sauce Goes Vegetarian
23.5 ounce
16B"
1360,"RX Nut Butter Nut & Protein Spread, Vanilla Almond Butter
10 ounce
14B"
1361,"RX Nut Butter Nut & Protein Spread, Honey Cinnamon Peanut Butter
10 ounce
14B"
1362,"RXBar Nut Butter Nut & Protein Spread, Peanut Butter Chocolate
10 ounce
14B"
1363,"Wegmans Original Potato Chips Cooked in 100% Avocado Oil, Sea Salt
7 ounce
13A"
1364,"Wegmans Vinegar, Flavor Infused, Fig
8.5 fl. oz.
14B"
1365,"Pearls Fresh Cured Olives, California, Green Ripe Medium, Pitted
6 ounce
14B"
1366,"Colavita Private Selection Olive Oil, Extra Virgin
17 fl. oz.
12B"
1367,"McCormick Perfect Pinch Seasoning, Lemon & Pepper
3.5 ounce
12B"
1368,"KRUSTEAZ Pancake Mix, Blueberry, Protein
20 ounce
12B"
1369,"Kellogg's Crackers Keebler, Disney Frozen 2, Graham Cracker Snacks, Honey
9.3 ounce
12A"
1370,"Smucker's Jam, Sugar Free, Concord Grape
12.75 ounce
14B"
1371,"Boom Chicka Pop Cheddar Cheese Popcorn
4.5 ounce
4B"
1372,"Riesen Chocolate Caramel, 44% Cacao
5.5 ounce
13B"
1373,"Wegmans Organic Evaporated Milk
12 fl. oz.
12B"
1374,"Planters Cheez Balls, White Cheddar
2.75 ounce
13A"
1375,"Planters Cheez Balls
2.75 ounce
13A"
1376,"Wegmans Italian Classics Alfredo Sauce
15 ounce
16B"
1377,"Wilton Decorator Preferred Fondant, White Vanilla
24 ounce
12B"
1378,"Cento Cherry Tomatoes, Organic, Whole
14 ounce
16B"
1379,"Grandma's Molasses, Unsulphured, Original
12 fl. oz.
18A"
1380,"BOB'S RED MILL Cornmeal, Gluten Free, Medium Grind
24 ounce
5B"
1381,"BOB'S RED MILL Millet Flour, Stone Ground
20 ounce
5B"
1382,"Quest Protein Chips, BBQ, Original Style
1.1 ounce
2B"
1383,"Quest Protein Chips, Cheddar & Sour Cream, Original Style
1.1 ounce
2B"
1384,"Quest Protein Chips, Nacho Cheese Flavor, Tortilla Style
1.1 ounce
2B"
1385,"Quest Protein Chips, Ranch Flavor, Tortilla Style
1.1 ounce
2B"
1386,"BRIDGFORD Beef Jerky, Original
3.25 ounce
13A"
1387,"Enjoy Life Lentil Chips, Sea Salt
4 ounce
5B"
1388,"Welch's Jel, with Probiotic, Cherry
12.8 ounce
14B"
1389,"Welch's Jel, with Probiotic, Grape
12.8 ounce
14B"
1390,"NuGo Slim Protein Bar, Crunchy Peanut Butter
1.59 ounce
2B"
1391,"QUAKER Instant Oatmeal Instant Oats Hot Cereal, Maple Brown Sugar
12.1 ounce
13B"
1392,"Simple Mills Baking Mix, Almond Flour, Brownie
12.9 ounce
5B"
1393,"Simple Mills Almond Flour Bars, Dark Chocolate Almond, Soft Baked
5.99 ounce
6B"
1394,"Simple Mills Almond Flour Bars, Soft Baked, Nutty Banana Bread
5.99 ounce
6B"
1395,"SIMPLE MILLS Almond Flour Bars, Soft Baked, Chunky Peanut Butter
5.99 ounce
6B"
1396,"From The Ground Up Tortilla Chips, Cauliflower, Grain Free, Nacho Flavor
4.5 ounce
5B"
1397,"SAFFRON ROAD Lentil Crackers, Ancient Grain, Oven Baked
4.5 ounce
5B"
1398,"Quinn Pretzel Nuggets, Creamy Peanut Butter Filled
7 ounce
5B"
1399,"Enjoy Life Dark Chocolate, Morsels
9 ounce
5B"
1400,"Bobos Oat Bites, Original, with Chocolate Chips, 5 Pack
6.5 ounce
6B"
1401,"Bobo's Oat Bites, Peanut Butter Chocolate Chip
6.5 ounce
6B"
1402,"BOBOS Oat Bites, Stuff'd, Peanut Butter & Jelly, 5 Pack
6.5 ounce
6B"
1403,"Siete Tortilla Chips, Grain Free, Sea Salt
5 ounce
5B"
1404,"ChocoMaker Chocolate Curls, Dark
1.25 ounce
12B"
1405,"Bob's Red Mill Couscous, Tri-Color Pearl
16 ounce
16B"
1406,"GO RAW Pumpkin Seeds, with Sea Salt, Organic, Sprouted
14 ounce
2B"
1407,"BOB'S RED MILL Corn Grits, Gluten Free
24 ounce
6B"
1408,"BOBS RED MILL Corn Grits, Organic, Polenta
24 ounce
13B"
1409,"BOB'S RED MILL Buckwheat, Organic, Whole Grain
16 ounce
3B"
1410,"Idahoan Mashed Potatoes, Buttery Homestyle
4 ounce
15B"
1411,"BOB'S RED MILL Teff, Whole Grain
24 ounce
12B"
1412,"BOB'S RED MILL Cornmeal, Organic, Stone Ground, Medium Grind
24 ounce
12B"
1413,"MONOGRANO FELICETTI Conchiglioni, Matt
17.6 ounce
16B"
1414,"Uncle Ben's Rice, Enriched, Long Grain, Parboiled/Original
5 lb.
16B"
1415,"MONOGRANO FELICETTI Fusilloni, Matt
17.6 ounce
16B"
1416,"MONOGRANO FELICETTI Penne Rigate, Ancient Grain, Farro
17.6 ounce
16B"
1417,"MONOGRANO FELICETTI Tagliatelle All¿Uovo, Matt
17.6 ounce
16B"
1418,"Wegmans Pretzels, Rods
10 ounce
13A"
1419,"Larabar Bar, Apple Pie
1.6 ounce
2B"
1420,"YumEarth Licorice, Organic, Pomegranate
5 ounce
13B"
1421,"Wegmans Honey, Orange Blossom
16 ounce
14B"
1422,"YumEarth Licorice, Organic, Black
5 ounce
13B"
1423,"Wegmans Amore Tomato Basil Pasta Sauce
24 ounce
16B"
1424,"Wegmans Seasoning Shak'r, Kick'n Cajun
3 ounce
12B"
1425,"Wegmans Veggie Sticks, with Sea Salt
18 ounce
13A"
1426,"Wegmans Veggie Sticks, with Sea Salt
1 ounce
13A"
1427,"Wegmans Veggie Sticks, with Sea Salt, Multipack
24 ounce
13A"
1428,"Chef Boyardee Pizza Kit, Cheese, Family Size
31.85 ounce
16B"
1429,"Smash Mallow Marshmallows, Snackable, Cinnamon Churro
4.5 ounce
13B"
1430,"Siete Tortilla Chips, Grain Free, Lime
5 ounce
5B"
1431,"Utz Specials Pretzels, Sourdough, Original
28 ounce
13A"
1432,"Utz Cheese Balls, Baked Cheddar
23 ounce
13A"
1433,"Oreo Thins Chocolate Sandwich Cookies, Family Size
13.1 ounce
12A"
1434,"Bob's Red Mill Potato Flakes
16 ounce
15B"
1435,"Aleia's Coat & Crunch, Gluten Free, Crispy Spicy
4.5 ounce
6B"
1436,"Noosh Almond Butter, Chocolate Mint, Squeeze Packs
0.5 ounce
14B"
1437,"Noosh Almond Butter, Birthday Cake
0.5 ounce
14B"
1438,"Bush's Best Kidney Beans, Dark Red
16 ounce
15B"
1439,"Goldfish Baked Snack Crackers, Cheddar
6.6 ounce
12A"
1440,"88 Acres Farm-Raised Bar, Chocolate & Sea Salt
1.6 ounce
2B"
1441,"BRIDGFORD Beef Jerky, Sweet 'N Spicy
3.25 ounce
13A"
1442,"Delallo Gnocchi Kit, Potato & Cheese
8.82 ounce
16B"
1443,"PLANTERS Dry Roasted Peanuts
16 ounce
2B"
1444,"Clif Energy Granola, Blueberry Crisp
10 ounce
3B"
1445,"Clif Energy Granola, Cinnamon Almond
10 ounce
3B"
1446,"Clif Energy Granola, White Chocolate Macadamia Nut
10 ounce
3B"
1447,"Guittard Baking Chips, Extra Dark Chocolate, 63% Cacao
11.5 ounce
12B"
1448,"Guittard Baking Chips, Semisweet Chocolate, Super Cookie Chips, 48% Cacao
10 ounce
12B"
1449,"Guittard Collection Etienne Cocoa Powder, Cocoa Rouge, Unsweetened
8 ounce
12B"
1450,"Guittard Baking Bars, Gourmet, Unsweetened Chocolate
6 ounce
12B"
1451,"Guittard Baking Wafers, Organic, Milk Chocolate
12 ounce
12B"
1452,"Guittard Baking Wafers, Organic, Semisweet Chocolate
12 ounce
12B"
1453,"Guittard Baking Wafers, Organic, Bittersweet Chocolate
12 ounce
12B"
1454,"McCormick Black Pepper, Pure Ground
3 ounce
12B"
1455,"Flora Fine Foods Lupini Beans
24.3 ounce
15B"
1456,"Welch's Fruit Snacks, Berries 'n Cherries, Family Size
2.25 lb.
13B"
1457,"Welch's Fruit Snacks, Mixed Fruit, Family Size
2.25 lb.
13B"
1458,"Balance Nutrition Bar, Chocolate Peanut Butter
1.76 ounce
2B"
1459,"Welch's Fruit Snacks, Strawberry
9 ounce
13B"
1460,"Welch's Fruit Snacks, Mixed Fruit
9 ounce
13B"
1461,"Welch's Fruit Snacks, Berries 'n Cherries
9 ounce
13B"
1462,"Simply Organic Dip Mix, Guacamole
0.8 ounce
14B"
1463,"Simply Organic Dip Mix, French Onion
1.1 ounce
14B"
1464,"Simply Organic Grilling Seasons Seasoning, Steak
2.3 ounce
12B"
1465,"Simply Organic Grilling Seasons Seasoning, Chicken
1.1 ounce
12B"
1466,"Prego Italian Sauce, Meat
67 ounce
16B"
1467,"SIMPLY ORGANIC Cinnamon, Vietnamese
2.45 ounce
12B"
1468,"Simply Organic Cumin
2.31 ounce
12B"
1469,"Simply Organic Garlic Powder
3.64 ounce
12B"
1470,"Simply Organic Fennel Seeds
1.9 ounce
12B"
1471,"Simply Organic Herbes de Provence
1 ounce
12B"
1472,"SIMPLY ORGANIC Get Crackin'
3 ounce
12B"
1473,"Simply Organic Seasoning, Turkey Brine
14.1 ounce
12B"
1474,"Simply Organic Gravy Mix, Turkey Flavored
0.85 ounce
15B"
1475,"Simply Organic Gravy Mix, Brown
1 ounce
15B"
1476,"Simply Organic All-Purpose Seasoning
2.08 ounce
12B"
1477,"Simply Organic Gravy Mix, Chicken Flavored
0.85 ounce
15B"
1478,"Simply Organic Gravy Mix, Vegetarian, Brown
1 ounce
15B"
1479,"StarKist Tuna, Chunk Light, in Water, Family Size!
11 ounce
16B"
1480,"Simply Organic Oregano
0.75 ounce
12B"
1481,"Simply Organic Parsley
0.26 ounce
12B"
1482,"Simply Organic Black Peppercorns
2.65 ounce
12B"
1483,"Simply Organic Turmeric
2.38 ounce
12B"
1484,"Simply Organic Cilantro
0.78 ounce
12B"
1485,"Simply Organic Red Pepper, Crushed
1.59 ounce
12B"
1486,"Simply Organic Dill Weed
0.81 ounce
12B"
1487,"Simply Organic Onion Powder
3 ounce
12B"
1488,"Simply Organic Rosemary
1.23 ounce
12B"
1489,"SIMPLY ORGANIC Chili Powder
2.89 ounce
12B"
1490,"Simply Organic Curry Powder
3 ounce
12B"
1491,"Simply Organic Seasoning Mix, Spicy Taco
1.13 ounce
15B"
1492,"Simply Organic Seasoning Mix, Fajita
1 ounce
15B"
1493,"Simply Organic Seasoning Mix, Southwest Taco
1.13 ounce
15B"
1494,"Simply Organic Seasoning Mix, Mild Taco
1 ounce
15B"
1495,"Simply Organic Alfredo Sauce Mix
1.48 ounce
15B"
1496,"Tutti Biscotti, Almond
6.34 ounce
5B"
1497,"Simply Organic Seasoning Mix, Sloppy Joe
1.41 ounce
15B"
1498,"Simply Organic Seasoning Mix, Spicy Chili
1 ounce
15B"
1499,"Simply Organic Seasoning Mix, Vegetarian Chili
1 ounce
15B"
1500,"Tutti Biscotti, Orange and Dark Chocolate
6.34 ounce
5B"
1501,"Tutti Biscotti, Cocoa & Almond
6.34 ounce
5B"
1502,"MadeGood Granola Minis, Chocolate Chip
3.4 ounce
13B"
1503,"MadeGood Granola, Apple Cinnamon, Minis
3.4 ounce
13B"
1504,"Oreo Thins Sandwich Cookies, Chocolate, Mint Flavor Creme, Family Size
13.1 ounce
12A"
1505,"Peeled Snacks Banana, Mango & Pineapple, Gently Dried
2.8 ounce
1B"
1506,"Slim Jim Smoked Snack Sticks, Original, Snack Size
3.92 ounce
13A"
1507,"Aunt Nellie's Onions, Holland-Style, Whole
14 ounce
15B"
1508,"Bertolli Sauce, Traditional Marinara
24 ounce
16B"
1509,"TOSTITOS Salsa Dip, Verde
15.5 ounce
13A"
1510,"Wegmans Syrup, Maple, Pure
32 fl. oz.
12B"
1511,"HOSTESS Cupcakes, Birthday
13.1 ounce
12A"
1512,"WALDEN FARMS Pancake Syrup
12 fl. oz.
12B"
1513,"Primal Kitchen Marinara Sauce, Tomato Basil
24 ounce
16B"
1514,"Primal Kitchen Alfredo Sauce, No Dairy
15.5 ounce
16B"
1515,"Birch Benders Pancake & Waffle Mix, Plant Protein
14 ounce
12B"
1516,"GRACE Callaloo, in Salt Water, Chopped
19 ounce
15B"
1517,"Wegmans Garlic Parmesan Seasoning Shak'r
2.29 ounce
12B"
1518,"Wegmans Amore Arrabbiata Pasta Sauce
24 ounce
16B"
1519,"Nature Valley Granola Bars, Trail Mix, Chewy, Fruit & Nut, Dark Chocolate Cherry
7.4 ounce
13B"
1520,"Quaker Instant Oatmeal, Strawberries & Cream
10.5 ounce
13B"
1521,"Pop - Tarts Toaster Pastries, Frosted, Hot Fudge Sundae
13.5 ounce
13B"
1522,"Quaker Granola Bars, Llama-Rama, Chewy Dipps, Candy-Coated Chocolate Chips
6.3 ounce
13B"
1523,"Chicken of the Sea Infusions Tuna, Lemon & Thyme
2.8 ounce
16B"
1524,"Chicken of the Sea Infusions Black Pepper, Cracked
2.8 ounce
16B"
1525,"Chicken of the Sea Infusions Tuna, Basil, Infusions
2.8 ounce
16B"
1526,"Kind Bark Dark Chocolate Almond & Sea Salt
3.6 ounce
13B"
1527,"Kind Bark Dark Chocolate Almond & Salted Caramel
3.6 ounce
13B"
1528,"Kind Bark Dark Chocolate & Roasted Peanuts
3.6 ounce
13B"
1529,"Clif Energy Bars, Chocolate Chip Peanut Crunch
14.4 ounce
2B"
1530,"Clif Energy Bars, Cool Mint Chocolate
14.4 ounce
2B"
1531,"Near East Couscous Mix, Roasted Garlic & Olive Oil
5.8 ounce
16B"
1532,"Cascadian Farm Cereal, Organic, Raisin Bran
12 ounce
3B"
1533,"Barney Butter Almond Butter, Bare Smooth, On-the-Go, Snack Pack
0.6 ounce
14B"
1534,"Barney Butter Almond Butter, Smooth, On-the-Go, Snack Pack
0.6 ounce
14B"
1535,"Dove Milk Chocolate
1.44 ounce
Front End"
1536,"Pop-Tarts Toaster Pastries, Pretzel, Sweet & Salty, Chocolate
13.5 ounce
13B"
1537,"DOVE Bar, Dark Chocolate, Silky Smooth
1.44 ounce
Front End"
1538,"Quest Protein Chips, Loaded Taco Flavor, Tortilla Style
1.1 ounce
2B"
1539,"APPLE JACKS Cereal Breakfast Cereal, Original, Family Size
19.4 ounce
13B"
1540,"Corn Flakes Cereal
36 ounce
13B"
1541,"Corn Pops Cereal, Family Size
19.1 ounce
13B"
1542,"Kind Bars, Dark Chocolate Nuts & Sea Salt, Minis
7 ounce
2B"
1543,"KIND Bars, Caramel Almond & Sea Salt, Minis
7 ounce
2B"
1544,"Lenny & Larry's Keto Cookie, Chocolate Chip
1.6 ounce
2B"
1545,"Lenny & Larrys Keto Cookie, Peanut Butter
1.6 ounce
2B"
1546,"Ferrero Rocher Golden Gallery Chocolates, Fine Assorted, Signature
4.2 ounce
13B"
1547,"Nissin Top Ramen Ramen Noodle Soup, Chicken Flavor
3.42 ounce
16B"
1548,"Nissin Top Ramen Ramen Noodle Soup, Soy Sauce Flavor
3.17 ounce
16B"
1549,"Annie's Macaroni & Cheese Sauce, Deluxe, Rich & Creamy, Shells & Four Cheddar
11.3 ounce
16B"
1550,"Pop-Tarts Toaster Pastries, Pretzel, Sweet & Salty, Cinnamon Sugar
13.5 ounce
13B"
1551,"Wegmans Organic Lightly Seasoned Twice-Baked Croutons
4.5 ounce
14B"
1552,"Skinny Pop Popcorn, Butter Flavor
16.8 ounce
13A"
1553,"Skinny Pop Popcorn, Sea Salt, Microwave Bags
16.8 ounce
13A"
1554,"Wegmans Organic Broth, Turkey, Free Range
32 fl. oz.
14B"
1555,"Honey Bunches Of Oats Cereal, Honey Roasted
23 ounce
13B"
1556,"Cap'n Crunch Cereal, Peanut Butter Crunch, Large Size!
17.1 ounce
13B"
1557,"Honey Stinger Cracker Bar, Organic, Peanut Butter Milk Chocolate
1.5 ounce
2B"
1558,"Cape Cod Potato Chips, 40% Less Fat, Original, Kettle Cooked
8 ounce
13A"
1559,"Honey Stinger Waffle, Cinnamon
1.06 ounce
2B"
1560,"Fiber One Protein Chewy Bars, Caramel Nut
5.85 ounce
13B"
1561,"Honey Stinger Waffle, Salted Caramel
1.06 ounce
2B"
1562,"Honey Stinger Cracker Bar, Organic, Almond Butter Dark Chocolate
1.5 ounce
2B"
1563,"QUAKER Chewy Dipps Granola Cereal Or Fruit Bars, Chocolate Chip
21.8 ounce
13B"
1564,"Roland Quinoa, Sun-Dried Tomato
5.46 ounce
16B"
1565,"Clif Kid ZBar Energy Bars, Iced Oatmeal Cookie, Family Pack
15.24 ounce
2B"
1566,"GOMACRO Macrobar, Peanut Butter Chocolate Chip, Protein Pleasure
2.4 ounce
2B"
1567,"Cloud 10 Marshmallow Crispy Treats, Original
2.65 ounce
2B"
1568,"Cheetos Cheese Puffs, Party Size
13.5 ounce
13A"
1569,"Cheetos Cheese Snacks, Crunchy, Party Size
15 ounce
13A"
1570,"Munchies Snack Mix, Cheese Fix Flavored, Party Size
13 ounce
13A"
1571,"Voortman Wafers, Raspberry
10.6 ounce
12A"
1572,"VOORTMAN BAKERY Wafers, Orange Creme
10.6 ounce
12A"
1573,"MODERN TABLE Pasta, Mac & Cheese, Classic Cheddar
6.7 ounce
16B"
1574,"MODERN TABLE Pasta, Sharp Cheddar, Mac & Cheese, Complete Protein
6.35 ounce
16B"
1575,"FullGreen Cauli Rice Cauliflower Rice
7.05 ounce
16B"
1576,"FullGreen Cauli Rice Cauliflower Rice, with Tomatoes, Garlic & Herbs
7.05 ounce
16B"
1577,"Lundberg Rice Cakes, Organic, Honey Nut
9.6 ounce
5B"
1578,"Lundberg Family Farms Rice Cakes, Whole Grain, Brown Rice, Salt-Free, Organic
8.5 ounce
5B"
1579,"Lundberg Family Farms Rice Cakes, Whole Grain, Organic, Lightly Salted, Wild Rice
8.5 ounce
5B"
1580,"FullGreen Vegi Rice Sweet Potato, Riced
7.05 ounce
16B"
1581,"Fritos Scoops Corn Chips, Party Size
15.5 ounce
13A"
1582,"MODERN TABLE Pasta, Mac & Three Cheese
6.35 ounce
16B"
1583,"PACIFIC FOODS Soup, Organic, Creamy Tomato
32 fl. oz.
14B"
1584,"PACIFIC FOODS Soup, Roasted Red Pepper & Tomato, Organic
32 fl. oz.
5A"
1585,"McCormick Vanilla Extract, Pure
1 fl. oz.
12B"
1586,"Honey Bunches Of Oats Cereal, with Almonds
23 ounce
13B"
1587,"Fiber One Cereal, Strawberries & Vanilla Clusters
16.6 ounce
13B"
1588,"Fiber One Cereal, Honey Clusters
17.5 ounce
13B"
1589,"Basic 4 Multigrain Cereal, with Fruit & Almonds
19.8 ounce
13B"
1590,"Extra Peppermint Sugarfree Chewing Gum Stick Mega
35 ct.
Front End"
1591,"5 Gum Spearmint Rain Sugarfree Gum Stick
35 ct.
Front End"
1592,"Rice Krispies Treats Crispy Marshmallow Squares, Birthday Cake
5.4 ounce
13B"
1593,"M&M'S Fudge Brownie Singles Size Chocolate Candy
1.41 ounce
Front End"
1594,"Extra Refreshers Mint Mix Gum Piece Bottle
40 ct.
Front End"
1595,"Pepperidge Farm Milano Cookies, Caramel Macchiato
7 ounce
12A"
1596,"Wegmans Banana Pepper Rings, Hot
16 fl. oz.
14B"
1597,"Wegmans Organic Garlic Twice-Baked Croutons
4.5 ounce
14B"
1598,"Kind Bars, Chewy, Drizzled, Dark Chocolate, Minis
8.1 ounce
2B"
1599,"Kind Granola Bars, Peanut Butter, Chewy, Minis
8.1 ounce
2B"
1600,"Wegmans Amore Marinara Pasta Sauce
24 ounce
16B"
1601,"Project 7 Gourmet Gum, Sugar Free, Cherry-Lime Slush
0.53 ounce
Front End"
1602,"Tasty Seasoning, Zingy
1.8 ounce
12B"
1603,"Tasty Seasoning, Tangy
2 ounce
12B"
1604,"McCormick Grill Mates Seasoning, Texas BBQ
2.5 ounce
12B"
1605,"Tasty Seasoning, Cheesy
1.8 ounce
12B"
1606,"McCormick Grill Mates Seasoning, Alabama BBQ, Creamy & Tangy,
3 ounce
12B"
1607,"McCormick Grill Mates Seasoning, Louisiana Cajun
2.62 ounce
12B"
1608,"Tasty Seasoning, Smoky
2.85 ounce
12B"
1609,"Ocho Candy Bar, Organic, Coconut
1.5 ounce
Front End"
1610,"tic tac X-Freeze Strong Mint, Sugar Free, Strong Mint
1.7 ounce
Front End"
1611,"SkinnyPop Popcorn, Mini Cakes, Sea Salt
5 ounce
2B"
1612,"Fiber One Chewy Bars, Protein, Coconut Almond
5.85 ounce
13B"
1613,"Kit Kat Chocolate, Mint + Dark, Duos
1.5 ounce
Front End"
1614,"Ice Breakers Gum, Ice Cubes, Black Cherry
40 ct.
Front End"
1615,"Butterfinger Candy Bar
1.9 ounce
Front End"
1616,"KINDER Chocolate Bar, Creamy, Crispy, Bueno
1.5 ounce
Front End"
1617,"Welch's Fruit Snacks, Mixed Fruit
5 ounce
Front End"
1618,"DORITOS Tortilla Chips, Flamin' Hot Limon
9.75 ounce
13A"
1619,"CHEETOS Popcorn, Cheese
7 ounce
13A"
1620,"Cheetos Popcorn, Cheese, Flamin Hot
6.5 ounce
13A"
1621,"CHEETOS Simply Cheese Flavored Snacks, Crunchy White Cheddar Jalapeno
8.5 ounce
13A"
1622,"Balance Nutrition Bar, Chocolate Peanut Butter
10.56 ounce
2B"
1623,"Lay's Potato Chips, Cheddar Jalapeno Flavored
7.75 ounce
13A"
1624,"Ghirardelli Milk Chocolate, Caramel
1.06 ounce
13B"
1625,"Farmhouse Cookies, Gluten Free, Milk Chocolate Chip, Thin & Crispy
5.9 ounce
5B"
1626,"Pepperidge Farm Cookies, Butter Crisp, Thin & Crispy
5.9 ounce
5B"
1627,"RUFFLES Potato Chips, Lime & Jalapeno
8.5 ounce
13A"
1628,"belVita Breakfast Biscuits, Vanilla Oat, Breakfast
8.8 ounce
12A"
1629,"Jiffy Pop Flavored Popcorn, Butter
4.5 ounce
13A"
1630,"Kind Kids Granola Bars, Chewy, Peanut Butter Chocolate Chip
4.86 ounce
13B"
1631,"Lindt LINDOR Truffle Bar, Milk Chocolate
1.3 ounce
Front End"
1632,"Amore Anchovy Paste
1.6 ounce
16B"
1633,"Kernel Season's Oil Blend, Flavored, Movie Theater Butter
13.75 fl. oz.
13A"
1634,"Clif Bar Coffee Collection Energy Bar, Vanilla Almond Latte
2.4 ounce
2B"
1635,"Clif Bar Coffee Collection Energy Bar, Caramel Macchiato
2.4 ounce
2B"
1636,"Clif Bar Coffee Collection Energy Bar, Dark Chocolate Mocha
2.4 ounce
2B"
1637,"CHUNKY Milk Chocolate, with Peanuts & Raisins
4.25 ounce
13B"
1638,"Raisin Nut Bran Cereal, Wheat and Bran, With Raisins & Almonds
20.8 ounce
13B"
1639,"Fiber One Bran Cereal, Original, with Whole Grain
19.6 ounce
13B"
1640,"Frank's RedHot Thick Sauce, Buffalo 'N Ranch
12 ounce
14B"
1641,"Ghirardelli Chocolate Sunset Dark Chocolate, Intense Dark, Blood Orange
3.5 ounce
13B"
1642,"Grey Poupon Mustard, Dijon
8 ounce
14B"
1643,"CROFTERS SuperFruit Spread, Organic, Blueberry Blast
16.5 ounce
14B"
1644,"CROFTERS SuperFruit Spread, Organic, Pomegranate Power
16.5 ounce
14B"
1645,"The Good Crisp Company Potato Chips, Flavored, Original
1.6 ounce
5B"
1646,"The Good Crisp Company Potato Chips, Flavored, Sour Cream & Onion
1.6 ounce
5B"
1647,"Cheese Puffs, White Cheddar Flavored, Baked
16 ounce
13A"
1648,"Late July Snacks Tortilla Chips, No Grain, Sea Salt
5.5 ounce
5B"
1649,"Late July Snacks Tortilla Chips, No Grain, Sea Salt & Lime
5.5 ounce
5B"
1650,"Rice Krispies Treats Poppers, Cookies 'N Creme
5 ounce
13B"
1651,"Rice Krispies Treats Poppers, Chocolatey
5 ounce
13B"
1652,"Tootsie Roll Candies, Midgees
15 ounce
13B"
1653,"Victoria Marinara Sauce, Low Sodium, Premium
24 ounce
16B"
1654,"Victoria Premium Sauce, Marinara
24 ounce
16B"
1655,"Lundberg Family Farms Rice Cakes, Organic, Whole Grain, Brown Rice, Lightly Salted
8.5 ounce
5B"
1656,"Lundberg Organic Rice Cakes, Organic, Cinnamon Toast
9.5 ounce
5B"
1657,"Frank's RedHot Sauce, Buffalo BBQ, Thick & Saucy
14 ounce
14B"
1658,"Caveman Nutrition Bar, Dark Chocolate, Coconut Almond
1.41 ounce
2B"
1659,"TRUFF Hot Sauce, Black Truffle Infused
6 ounce
14B"
1660,"Caveman Nutrition Bar, Dark Chocolate, Cashew Almond
1.41 ounce
2B"
1661,"Caveman Nutrition Bar, Dark Chocolate, Caramel Cashew
1.41 ounce
2B"
1662,"Sour Patch Kids Candy, Soft & Chewy, Family Size
28.8 ounce
13B"
1663,"Spice Islands Seasoning, Beau Monde
3.5 ounce
12B"
1664,"Swedish Fish Candy, Soft & Chewy, Mini, Family Size
28.8 ounce
13B"
1665,"Nature Valley Granola Bars, Chewy, Sweet & Salty Nut, Dark Chocolate, Peanut & Almond, Minis
7.5 ounce
13B"
1666,"Quest Protein Chips, Chili Lime Flavor, Tortilla Style
1.1 ounce
2B"
1667,"Snyder's Of Hanover Pretzel Sticks, Gluten Free, Honey Mustard & Onion
7 ounce
5B"
1668,"Barnana Banana Bites, Organic Chewy, Dark Chocolate
3.5 ounce
2B"
1669,"Farmhouse Culture Kraut Krisps, Sea Salt, Crunchy
5 ounce
5B"
1670,"Farmhouse Culture Kraut Krisps, Dill Pickle, Crunchy
5 ounce
5B"
1671,"Kettle & Fire Bone Broth, Chiptle Beef
16.9 ounce
14B"
1672,"Kettle & Fire Keto Bone Broth Soup, Broccoli Cheddar
16.9 ounce
14B"
1673,"Kettle & Fire Bone Broth Soup, Spicy Cauliflower, Keto
16.9 ounce
14B"
